"","Station","Pollutant","Year","Month","Median"
"978","Cornwall","PM25",2018,"June",4.66666666666667
"979","Cornwall","PM25",2018,"July",6.14583333333333
"980","Cornwall","PM25",2018,"August",8.33333333333333
"981","Cornwall","PM25",2018,"September",4.625
"982","Cornwall","PM25",2018,"October",4.45833333333333
"983","Cornwall","PM25",2018,"November",3.85416666666667
"984","Cornwall","PM25",2018,"December",7.45833333333333
"985","Cornwall","PM25",2019,"January",6.16666666666667
"986","Cornwall","PM25",2019,"February",5.95833333333333
"987","Cornwall","PM25",2019,"March",5.20833333333333
"988","Cornwall","PM25",2019,"April",4.14583333333333
"989","Cornwall","PM25",2019,"May",4.54166666666667
"990","Cornwall","PM25",2019,"June",6.5
"991","Cornwall","PM25",2019,"July",8.45833333333333
"992","Cornwall","PM25",2019,"August",5.70833333333333
"993","Cornwall","PM25",2019,"September",3.79166666666667
"994","Cornwall","PM25",2019,"October",4.5
"995","Cornwall","PM25",2019,"November",3.95833333333333
"996","Cornwall","PM25",2019,"December",5.83333333333333
"997","Cornwall","PM25",2020,"January",4.875
"998","Cornwall","PM25",2020,"February",5.95833333333333
"999","Cornwall","PM25",2020,"March",5.72916666666667
"1000","Cornwall","PM25",2020,"April",5.1875
"1001","Cornwall","PM25",2020,"May",5.27083333333333
"1002","Cornwall","PM25",2020,"June",7.25
"1003","Cornwall","PM25",2020,"July",5.41666666666667
"1004","Cornwall","PM25",2020,"August",4.04166666666667
"1005","Cornwall","PM25",2020,"September",3.79166666666667
"1006","Cornwall","PM25",2020,"October",3.91666666666667
"1007","Cornwall","PM25",2020,"November",5.70833333333333
"1008","Cornwall","PM25",2020,"December",4.625
"1009","Grand_Bend","NO2",2017,"January",4.10416666666667
"1010","Grand_Bend","NO2",2017,"February",3.8125
"1011","Grand_Bend","NO2",2017,"March",2.41666666666667
"1012","Grand_Bend","NO2",2017,"April",2.6875
"1013","Grand_Bend","NO2",2017,"May",2.75
"1014","Grand_Bend","NO2",2017,"June",2.64583333333333
"1015","Grand_Bend","NO2",2017,"July",2.66666666666667
"1016","Grand_Bend","NO2",2017,"August",2.58333333333333
"1017","Grand_Bend","NO2",2017,"September",2.58333333333333
"1018","Grand_Bend","NO2",2017,"October",3.04166666666667
"1019","Grand_Bend","NO2",2017,"November",4.1875
"1020","Grand_Bend","NO2",2017,"December",3.125
"1021","Grand_Bend","NO2",2018,"January",4.73333333333333
"1022","Grand_Bend","NO2",2018,"February",5.04375
"1023","Grand_Bend","NO2",2018,"March",1.61875
"1024","Grand_Bend","NO2",2018,"April",2.07916666666667
"1025","Grand_Bend","NO2",2018,"May",3.99166666666667
"1026","Grand_Bend","NO2",2018,"June",2.25
"1027","Grand_Bend","NO2",2018,"July",3.04583333333333
"1028","Grand_Bend","NO2",2018,"August",2.67391304347826
"1029","Grand_Bend","NO2",2018,"September",2.09821428571429
"1030","Grand_Bend","NO2",2018,"October",2.3875
"1031","Grand_Bend","NO2",2018,"November",2.82708333333333
"1032","Grand_Bend","NO2",2018,"December",4.225
"1033","Grand_Bend","NO2",2019,"January",4.1375
"1034","Grand_Bend","NO2",2019,"February",4.66041666666667
"1035","Grand_Bend","NO2",2019,"March",2.725
"1036","Grand_Bend","NO2",2019,"April",2.1625
"1037","Grand_Bend","NO2",2019,"May",1.55
"1038","Grand_Bend","NO2",2019,"June",1.69791666666667
"1039","Grand_Bend","NO2",2019,"July",2.30416666666667
"1040","Grand_Bend","NO2",2019,"August",1.37916666666667
"1041","Grand_Bend","NO2",2019,"September",1.72083333333333
"1042","Grand_Bend","NO2",2019,"October",1.7875
"1043","Grand_Bend","NO2",2019,"November",3.10416666666667
"1044","Grand_Bend","NO2",2019,"December",2.35208333333333
"1045","Grand_Bend","NO2",2020,"January",2.21739130434783
"1046","Grand_Bend","NO2",2020,"February",1.49547101449275
"1047","Grand_Bend","NO2",2020,"March",2.4570652173913
"1048","Grand_Bend","NO2",2020,"April",1.52626811594203
"1049","Grand_Bend","NO2",2020,"May",2.55
"1050","Grand_Bend","NO2",2020,"June",2.85
"1051","Grand_Bend","NO2",2020,"July",2.36666666666667
"1052","Grand_Bend","NO2",2020,"August",1.67083333333333
"1053","Grand_Bend","NO2",2020,"September",1.60896739130435
"1054","Grand_Bend","NO2",2020,"October",1.6848731884058
"1055","Grand_Bend","NO2",2020,"November",2.89166666666667
"1056","Grand_Bend","NO2",2020,"December",3.02916666666667
"1057","Grand_Bend","O3",2017,"January",25.3541666666667
"1058","Grand_Bend","O3",2017,"February",31.6458333333333
"1059","Grand_Bend","O3",2017,"March",36.2083333333333
"1060","Grand_Bend","O3",2017,"April",34.2916666666667
"1061","Grand_Bend","O3",2017,"May",35.75
"1062","Grand_Bend","O3",2017,"June",34.0416666666667
"1063","Grand_Bend","O3",2017,"July",31.125
"1064","Grand_Bend","O3",2017,"August",30.8333333333333
"1065","Grand_Bend","O3",2017,"September",26.625
"1066","Grand_Bend","O3",2017,"October",26.75
"1067","Grand_Bend","O3",2017,"November",25.1944444444444
"1068","Grand_Bend","O3",2017,"December",29.9583333333333
"1069","Grand_Bend","O3",2018,"January",29.0416666666667
"1070","Grand_Bend","O3",2018,"February",34.0416666666667
"1071","Grand_Bend","O3",2018,"March",39.125
"1072","Grand_Bend","O3",2018,"April",40.3333333333333
"1073","Grand_Bend","O3",2018,"May",37.0416666666667
"1074","Grand_Bend","O3",2018,"June",33.6666666666667
"1075","Grand_Bend","O3",2018,"July",34.4791666666667
"1076","Grand_Bend","O3",2018,"August",32.4166666666667
"1077","Grand_Bend","O3",2018,"September",22.6875
"1078","Grand_Bend","O3",2018,"October",24.75
"1079","Grand_Bend","O3",2018,"November",23.875
"1080","Grand_Bend","O3",2018,"December",25.3333333333333
"1081","Grand_Bend","O3",2019,"January",31.9166666666667
"1082","Grand_Bend","O3",2019,"February",35.6875
"1083","Grand_Bend","O3",2019,"March",39.9583333333333
"1084","Grand_Bend","O3",2019,"April",37.125
"1085","Grand_Bend","O3",2019,"May",33.9166666666667
"1086","Grand_Bend","O3",2019,"June",34.9583333333333
"1087","Grand_Bend","O3",2019,"July",31.5486111111111
"1088","Grand_Bend","O3",2019,"August",29.2916666666667
"1089","Grand_Bend","O3",2019,"September",26.875
"1090","Grand_Bend","O3",2019,"October",24.9583333333333
"1091","Grand_Bend","O3",2019,"November",27.4166666666667
"1092","Grand_Bend","O3",2019,"December",26.5298913043478
"1093","Grand_Bend","O3",2020,"January",30.0416666666667
"1094","Grand_Bend","O3",2020,"February",36.9583333333333
"1095","Grand_Bend","O3",2020,"March",32.5416666666667
"1096","Grand_Bend","O3",2020,"April",36.9782608695652
"1097","Grand_Bend","O3",2020,"May",35.7916666666667
"1098","Grand_Bend","O3",2020,"June",37.6875
"1099","Grand_Bend","O3",2020,"July",29.7916666666667
"1100","Grand_Bend","O3",2020,"August",24.5833333333333
"1101","Grand_Bend","O3",2020,"September",26.5
"1102","Grand_Bend","O3",2020,"October",24.4538043478261
"1103","Grand_Bend","O3",2020,"November",27.875
"1104","Grand_Bend","O3",2020,"December",25.375
"1105","Grand_Bend","PM25",2017,"January",5.45833333333333
"1106","Grand_Bend","PM25",2017,"February",5.64583333333333
"1107","Grand_Bend","PM25",2017,"March",3.83333333333333
"1108","Grand_Bend","PM25",2017,"April",3.4375
"1109","Grand_Bend","PM25",2017,"May",2.75
"1110","Grand_Bend","PM25",2017,"June",1.72916666666667
"1111","Grand_Bend","PM25",2017,"July",4.41666666666667
"1112","Grand_Bend","PM25",2017,"August",5.79166666666667
"1113","Grand_Bend","PM25",2017,"September",5.33333333333333
"1114","Grand_Bend","PM25",2017,"October",3.4375
"1115","Grand_Bend","PM25",2017,"November",4.75
"1116","Grand_Bend","PM25",2017,"December",3.75
"1117","Grand_Bend","PM25",2018,"January",5.91666666666667
"1118","Grand_Bend","PM25",2018,"February",5.83333333333333
"1119","Grand_Bend","PM25",2018,"March",2.95833333333333
"1120","Grand_Bend","PM25",2018,"April",4.91666666666667
"1121","Grand_Bend","PM25",2018,"May",5.875
"1122","Grand_Bend","PM25",2018,"June",3.16666666666667
"1123","Grand_Bend","PM25",2018,"July",5.375
"1124","Grand_Bend","PM25",2018,"August",5.54166666666667
"1125","Grand_Bend","PM25",2018,"September",3
"1126","Grand_Bend","PM25",2018,"October",3.75
"1127","Grand_Bend","PM25",2018,"November",4.83333333333333
"1128","Grand_Bend","PM25",2018,"December",6.08333333333333
"1129","Grand_Bend","PM25",2019,"January",4.54166666666667
"1130","Grand_Bend","PM25",2019,"February",6.625
"1131","Grand_Bend","PM25",2019,"March",7.41666666666667
"1132","Grand_Bend","PM25",2019,"April",3.70833333333333
"1133","Grand_Bend","PM25",2019,"May",3.77777777777778
"1134","Grand_Bend","PM25",2019,"June",4.16666666666667
"1135","Grand_Bend","PM25",2019,"July",5.83333333333333
"1136","Grand_Bend","PM25",2019,"August",3.10416666666667
"1137","Grand_Bend","PM25",2019,"September",3.75
"1138","Grand_Bend","PM25",2019,"October",3.33333333333333
"1139","Grand_Bend","PM25",2019,"November",3.91666666666667
"1140","Grand_Bend","PM25",2019,"December",6.75
"1141","Grand_Bend","PM25",2020,"January",5.16666666666667
"1142","Grand_Bend","PM25",2020,"February",4
"1143","Grand_Bend","PM25",2020,"March",4.5625
"1144","Grand_Bend","PM25",2020,"April",4.16666666666667
"1145","Grand_Bend","PM25",2020,"May",3.75
"1146","Grand_Bend","PM25",2020,"June",4.35416666666667
"1147","Grand_Bend","PM25",2020,"July",4.25
"1148","Grand_Bend","PM25",2020,"August",2.95238095238095
"1149","Grand_Bend","PM25",2020,"September",2.875
"1150","Grand_Bend","PM25",2020,"October",3
"1151","Grand_Bend","PM25",2020,"November",4.54166666666667
"1152","Grand_Bend","PM25",2020,"December",5.04166666666667
"1153","Guelph","NO2",2017,"January",6.9265350877193
"1154","Guelph","NO2",2017,"February",7.375
"1155","Guelph","NO2",2017,"March",3.70833333333333
"1156","Guelph","NO2",2017,"April",4.5
"1157","Guelph","NO2",2017,"May",4.29166666666667
"1158","Guelph","NO2",2017,"June",3.5
"1159","Guelph","NO2",2017,"July",3.125
"1160","Guelph","NO2",2017,"August",4.54166666666667
"1161","Guelph","NO2",2017,"September",6.375
"1162","Guelph","NO2",2017,"October",6.3125
"1163","Guelph","NO2",2017,"November",8.25
"1164","Guelph","NO2",2017,"December",6.91666666666667
"1165","Guelph","NO2",2018,"January",9.3875
"1166","Guelph","NO2",2018,"February",10.6729166666667
"1167","Guelph","NO2",2018,"March",4.25625
"1168","Guelph","NO2",2018,"April",6.95
"1169","Guelph","NO2",2018,"May",5.0125
"1170","Guelph","NO2",2018,"June",3.54583333333333
"1171","Guelph","NO2",2018,"July",4.27835144927536
"1172","Guelph","NO2",2018,"August",3.46666666666667
"1173","Guelph","NO2",2018,"September",4.34583333333333
"1174","Guelph","NO2",2018,"October",4.74583333333333
"1175","Guelph","NO2",2018,"November",6.99583333333333
"1176","Guelph","NO2",2018,"December",6.42916666666667
"1177","Guelph","NO2",2019,"January",7.01666666666667
"1178","Guelph","NO2",2019,"February",7.92083333333333
"1179","Guelph","NO2",2019,"March",6.77083333333333
"1180","Guelph","NO2",2019,"April",4.80416666666667
"1181","Guelph","NO2",2019,"May",3.77916666666667
"1182","Guelph","NO2",2019,"June",3.73333333333333
"1183","Guelph","NO2",2019,"July",3.31666666666667
"1184","Guelph","NO2",2019,"August",2.75416666666667
"1185","Guelph","NO2",2019,"September",5.175
"1186","Guelph","NO2",2019,"October",5.775
"1187","Guelph","NO2",2019,"November",6.6
"1188","Guelph","NO2",2019,"December",6.92291666666667
"1189","Guelph","NO2",2020,"January",7.55416666666667
"1190","Guelph","NO2",2020,"February",4.98125
"1191","Guelph","NO2",2020,"March",6.3625
"1192","Guelph","NO2",2020,"April",3.78478260869565
"1193","Guelph","NO2",2020,"May",3.42083333333333
"1194","Guelph","NO2",2020,"June",3.77364130434783
"1195","Guelph","NO2",2020,"July",2.32916666666667
"1196","Guelph","NO2",2020,"August",3.2304347826087
"1197","Guelph","NO2",2020,"September",3.16041666666667
"1198","Guelph","NO2",2020,"October",4.42291666666667
"1199","Guelph","NO2",2020,"November",6.60833333333333
"1200","Guelph","NO2",2020,"December",5.74583333333333
"1201","Guelph","O3",2017,"January",24.7916666666667
"1202","Guelph","O3",2017,"February",30.5208333333333
"1203","Guelph","O3",2017,"March",35.375
"1204","Guelph","O3",2017,"April",34.4166666666667
"1205","Guelph","O3",2017,"May",34.125
"1206","Guelph","O3",2017,"June",30.4375
"1207","Guelph","O3",2017,"July",28.625
"1208","Guelph","O3",2017,"August",28.75
"1209","Guelph","O3",2017,"September",23.0952380952381
"1210","Guelph","O3",2017,"October",23.6458333333333
"1211","Guelph","O3",2017,"November",20.9375
"1212","Guelph","O3",2017,"December",26.1739130434783
"1213","Guelph","O3",2018,"January",26.5
"1214","Guelph","O3",2018,"February",29.125
"1215","Guelph","O3",2018,"March",35.2083333333333
"1216","Guelph","O3",2018,"April",36.25
"1217","Guelph","O3",2018,"May",36.8333333333333
"1218","Guelph","O3",2018,"June",33.9166666666667
"1219","Guelph","O3",2018,"July",32.4791666666667
"1220","Guelph","O3",2018,"August",27.3333333333333
"1221","Guelph","O3",2018,"September",20.875
"1222","Guelph","O3",2018,"October",20.3333333333333
"1223","Guelph","O3",2018,"November",20.2708333333333
"1224","Guelph","O3",2018,"December",19.4583333333333
"1225","Guelph","O3",2019,"January",25.0833333333333
"1226","Guelph","O3",2019,"February",29.1041666666667
"1227","Guelph","O3",2019,"March",33.2916666666667
"1228","Guelph","O3",2019,"April",32.4375
"1229","Guelph","O3",2019,"May",28.4583333333333
"1230","Guelph","O3",2019,"June",29.0833333333333
"1231","Guelph","O3",2019,"July",28.5833333333333
"1232","Guelph","O3",2019,"August",27.0416666666667
"1233","Guelph","O3",2019,"September",22.0416666666667
"1234","Guelph","O3",2019,"October",17.5
"1235","Guelph","O3",2019,"November",22.5416666666667
"1236","Guelph","O3",2019,"December",20.4565217391304
"1237","Guelph","O3",2020,"January",24.4782608695652
"1238","Guelph","O3",2020,"February",28.6458333333333
"1239","Guelph","O3",2020,"March",26.3541666666667
"1240","Guelph","O3",2020,"April",34.9583333333333
"1241","Guelph","O3",2020,"May",33
"1242","Guelph","O3",2020,"June",35.1458333333333
"1243","Guelph","O3",2020,"July",26.0416666666667
"1244","Guelph","O3",2020,"August",23.75
"1245","Guelph","O3",2020,"September",22.6458333333333
"1246","Guelph","O3",2020,"October",21.3396739130435
"1247","Guelph","O3",2020,"November",24.6666666666667
"1248","Guelph","O3",2020,"December",23.875
"1249","Guelph","PM25",2017,"January",7.0625
"1250","Guelph","PM25",2017,"February",6.41666666666667
"1251","Guelph","PM25",2017,"March",4.41666666666667
"1252","Guelph","PM25",2017,"April",4.47916666666667
"1253","Guelph","PM25",2017,"May",4.79166666666667
"1254","Guelph","PM25",2017,"June",4.08333333333333
"1255","Guelph","PM25",2017,"July",7
"1256","Guelph","PM25",2017,"August",7.875
"1257","Guelph","PM25",2017,"September",7.375
"1258","Guelph","PM25",2017,"October",5.54166666666667
"1259","Guelph","PM25",2017,"November",7.02083333333333
"1260","Guelph","PM25",2017,"December",5.375
"1261","Guelph","PM25",2018,"January",6.29166666666667
"1262","Guelph","PM25",2018,"February",7.79166666666667
"1263","Guelph","PM25",2018,"March",4.33333333333333
"1264","Guelph","PM25",2018,"April",5.70833333333333
"1265","Guelph","PM25",2018,"May",8.70833333333333
"1266","Guelph","PM25",2018,"June",5.875
"1267","Guelph","PM25",2018,"July",6.75
"1268","Guelph","PM25",2018,"August",7.45833333333333
"1269","Guelph","PM25",2018,"September",5
"1270","Guelph","PM25",2018,"October",4.125
"1271","Guelph","PM25",2018,"November",3.97916666666667
"1272","Guelph","PM25",2018,"December",8.79166666666667
"1273","Guelph","PM25",2019,"January",6.04166666666667
"1274","Guelph","PM25",2019,"February",6.5
"1275","Guelph","PM25",2019,"March",9.20833333333333
"1276","Guelph","PM25",2019,"April",5.72916666666667
"1277","Guelph","PM25",2019,"May",6.125
"1278","Guelph","PM25",2019,"June",6.375
"1279","Guelph","PM25",2019,"July",8.58333333333333
"1280","Guelph","PM25",2019,"August",4.66666666666667
"1281","Guelph","PM25",2019,"September",5.58333333333333
"1282","Guelph","PM25",2019,"October",4.66666666666667
"1283","Guelph","PM25",2019,"November",6.41666666666667
"1284","Guelph","PM25",2019,"December",8.5625
"1285","Guelph","PM25",2020,"January",7
"1286","Guelph","PM25",2020,"February",3.29166666666667
"1287","Guelph","PM25",2020,"March",6.20833333333333
"1288","Guelph","PM25",2020,"April",5.77083333333333
"1289","Guelph","PM25",2020,"May",4.83333333333333
"1290","Guelph","PM25",2020,"June",8.10416666666667
"1291","Guelph","PM25",2020,"July",6.08333333333333
"1292","Guelph","PM25",2020,"August",5
"1293","Guelph","PM25",2020,"September",6.24431818181818
"1294","Guelph","PM25",2020,"October",5.5
"1295","Guelph","PM25",2020,"November",7.75
"1296","Guelph","PM25",2020,"December",6.83333333333333
"1297","Hamilton_Downtown","CO",2017,"January",0.228541666666667
"1298","Hamilton_Downtown","CO",2017,"February",0.221041666666667
"1299","Hamilton_Downtown","CO",2017,"March",0.232083333333333
"1300","Hamilton_Downtown","CO",2017,"April",0.241875
"1301","Hamilton_Downtown","CO",2017,"May",0.21875
"1302","Hamilton_Downtown","CO",2017,"June",0.181458333333333
"1303","Hamilton_Downtown","CO",2017,"July",0.2025
"1304","Hamilton_Downtown","CO",2017,"August",0.224583333333333
"1305","Hamilton_Downtown","CO",2017,"September",0.25
"1306","Hamilton_Downtown","CO",2017,"October",0.21375
"1307","Hamilton_Downtown","CO",2017,"November",0.202916666666667
"1308","Hamilton_Downtown","CO",2017,"December",0.20375
"1309","Hamilton_Downtown","CO",2018,"January",0.220833333333333
"1310","Hamilton_Downtown","CO",2018,"February",0.245869565217391
"1311","Hamilton_Downtown","CO",2018,"March",0.245217391304348
"1312","Hamilton_Downtown","CO",2018,"April",0.245652173913043
"1313","Hamilton_Downtown","CO",2018,"May",0.240833333333333
"1314","Hamilton_Downtown","CO",2018,"June",0.235833333333333
"1315","Hamilton_Downtown","CO",2018,"July",0.225833333333333
"1316","Hamilton_Downtown","CO",2018,"August",0.2225
"1317","Hamilton_Downtown","CO",2018,"September",0.229583333333333
"1318","Hamilton_Downtown","CO",2018,"October",0.192083333333333
"1319","Hamilton_Downtown","CO",2018,"November",0.226875
"1320","Hamilton_Downtown","CO",2018,"December",0.214166666666667
"1321","Hamilton_Downtown","CO",2019,"January",0.222083333333333
"1322","Hamilton_Downtown","CO",2019,"February",0.25375
"1323","Hamilton_Downtown","CO",2019,"March",0.249583333333333
"1324","Hamilton_Downtown","CO",2019,"April",0.266666666666667
"1325","Hamilton_Downtown","CO",2019,"May",0.27125
"1326","Hamilton_Downtown","CO",2019,"June",0.24875
"1327","Hamilton_Downtown","CO",2019,"July",0.204166666666667
"1328","Hamilton_Downtown","CO",2019,"August",0.197083333333333
"1329","Hamilton_Downtown","CO",2019,"September",0.214583333333333
"1330","Hamilton_Downtown","CO",2019,"October",0.215416666666667
"1331","Hamilton_Downtown","CO",2019,"November",0.210833333333333
"1332","Hamilton_Downtown","CO",2019,"December",0.2325
"1333","Hamilton_Downtown","CO",2020,"January",0.205833333333333
"1334","Hamilton_Downtown","CO",2020,"February",0.218958333333333
"1335","Hamilton_Downtown","CO",2020,"March",0.263958333333333
"1336","Hamilton_Downtown","CO",2020,"April",0.199375
"1337","Hamilton_Downtown","CO",2020,"May",0.230833333333333
"1338","Hamilton_Downtown","CO",2020,"June",0.191041666666667
"1339","Hamilton_Downtown","CO",2020,"July",0.202083333333333
"1340","Hamilton_Downtown","CO",2020,"August",0.20375
"1341","Hamilton_Downtown","CO",2020,"September",0.186041666666667
"1342","Hamilton_Downtown","CO",2020,"October",0.19125
"1343","Hamilton_Downtown","CO",2020,"November",0.220833333333333
"1344","Hamilton_Downtown","CO",2020,"December",0.182916666666667
"1345","Hamilton_Downtown","NO2",2017,"January",12.8333333333333
"1346","Hamilton_Downtown","NO2",2017,"February",11.5208333333333
"1347","Hamilton_Downtown","NO2",2017,"March",11.1666666666667
"1348","Hamilton_Downtown","NO2",2017,"April",12.8659090909091
"1349","Hamilton_Downtown","NO2",2017,"May",10.5416666666667
"1350","Hamilton_Downtown","NO2",2017,"June",8.0625
"1351","Hamilton_Downtown","NO2",2017,"July",9.625
"1352","Hamilton_Downtown","NO2",2017,"August",8.95833333333333
"1353","Hamilton_Downtown","NO2",2017,"September",12.4583333333333
"1354","Hamilton_Downtown","NO2",2017,"October",10.8541666666667
"1355","Hamilton_Downtown","NO2",2017,"November",11.6666666666667
"1356","Hamilton_Downtown","NO2",2017,"December",14.2083333333333
"1357","Hamilton_Downtown","NO2",2018,"January",12.5416666666667
"1358","Hamilton_Downtown","NO2",2018,"February",12.5875
"1359","Hamilton_Downtown","NO2",2018,"March",12.0145833333333
"1360","Hamilton_Downtown","NO2",2018,"April",11.6625
"1361","Hamilton_Downtown","NO2",2018,"May",16.0208333333333
"1362","Hamilton_Downtown","NO2",2018,"June",11.45
"1363","Hamilton_Downtown","NO2",2018,"July",9.47708333333333
"1364","Hamilton_Downtown","NO2",2018,"August",5.72083333333333
"1365","Hamilton_Downtown","NO2",2018,"September",8.76611842105263
"1366","Hamilton_Downtown","NO2",2018,"October",10.125
"1367","Hamilton_Downtown","NO2",2018,"November",13.5416666666667
"1368","Hamilton_Downtown","NO2",2018,"December",13.3208333333333
"1369","Hamilton_Downtown","NO2",2019,"January",13.35
"1370","Hamilton_Downtown","NO2",2019,"February",15.1729166666667
"1371","Hamilton_Downtown","NO2",2019,"March",12.9666666666667
"1372","Hamilton_Downtown","NO2",2019,"April",12.3833333333333
"1373","Hamilton_Downtown","NO2",2019,"May",15.2166666666667
"1374","Hamilton_Downtown","NO2",2019,"June",12.7892045454545
"1375","Hamilton_Downtown","NO2",2019,"July",9.275
"1376","Hamilton_Downtown","NO2",2019,"August",6.9625
"1377","Hamilton_Downtown","NO2",2019,"September",9.25
"1378","Hamilton_Downtown","NO2",2019,"October",12.0666666666667
"1379","Hamilton_Downtown","NO2",2019,"November",12.4291666666667
"1380","Hamilton_Downtown","NO2",2019,"December",15.1958333333333
"1381","Hamilton_Downtown","NO2",2020,"January",13.4583333333333
"1382","Hamilton_Downtown","NO2",2020,"February",11.66875
"1383","Hamilton_Downtown","NO2",2020,"March",11.9208333333333
"1384","Hamilton_Downtown","NO2",2020,"April",9.025
"1385","Hamilton_Downtown","NO2",2020,"May",11.7333333333333
"1386","Hamilton_Downtown","NO2",2020,"June",6.71041666666667
"1387","Hamilton_Downtown","NO2",2020,"July",6.98333333333333
"1388","Hamilton_Downtown","NO2",2020,"August",7.525
"1389","Hamilton_Downtown","NO2",2020,"September",5.83958333333333
"1390","Hamilton_Downtown","NO2",2020,"October",8.94375
"1391","Hamilton_Downtown","NO2",2020,"November",11.1166666666667
"1392","Hamilton_Downtown","NO2",2020,"December",11.3375
"1393","Hamilton_Downtown","O3",2017,"January",19.7083333333333
"1394","Hamilton_Downtown","O3",2017,"February",27.7708333333333
"1395","Hamilton_Downtown","O3",2017,"March",31.0833333333333
"1396","Hamilton_Downtown","O3",2017,"April",29.375
"1397","Hamilton_Downtown","O3",2017,"May",29.6666666666667
"1398","Hamilton_Downtown","O3",2017,"June",28.0208333333333
"1399","Hamilton_Downtown","O3",2017,"July",27.0416666666667
"1400","Hamilton_Downtown","O3",2017,"August",27.4583333333333
"1401","Hamilton_Downtown","O3",2017,"September",19.9166666666667
"1402","Hamilton_Downtown","O3",2017,"October",21.5208333333333
"1403","Hamilton_Downtown","O3",2017,"November",20.2291666666667
"1404","Hamilton_Downtown","O3",2017,"December",19.375
"1405","Hamilton_Downtown","O3",2018,"January",22.625
"1406","Hamilton_Downtown","O3",2018,"February",24.3541666666667
"1407","Hamilton_Downtown","O3",2018,"March",29.2291666666667
"1408","Hamilton_Downtown","O3",2018,"April",33.125
"1409","Hamilton_Downtown","O3",2018,"May",32.7777777777778
"1410","Hamilton_Downtown","O3",2018,"June",27.4583333333333
"1411","Hamilton_Downtown","O3",2018,"July",31.8333333333333
"1412","Hamilton_Downtown","O3",2018,"August",31.25
"1413","Hamilton_Downtown","O3",2018,"September",19.6458333333333
"1414","Hamilton_Downtown","O3",2018,"October",18.125
"1415","Hamilton_Downtown","O3",2018,"November",15.1041666666667
"1416","Hamilton_Downtown","O3",2018,"December",15.375
"1417","Hamilton_Downtown","O3",2019,"January",21.1666666666667
"1418","Hamilton_Downtown","O3",2019,"February",25.9375
"1419","Hamilton_Downtown","O3",2019,"March",31.1666666666667
"1420","Hamilton_Downtown","O3",2019,"April",28.241847826087
"1421","Hamilton_Downtown","O3",2019,"May",25.6041666666667
"1422","Hamilton_Downtown","O3",2019,"June",27.3541666666667
"1423","Hamilton_Downtown","O3",2019,"July",28.4166666666667
"1424","Hamilton_Downtown","O3",2019,"August",24.9583333333333
"1425","Hamilton_Downtown","O3",2019,"September",22.125
"1426","Hamilton_Downtown","O3",2019,"October",15.9166666666667
"1427","Hamilton_Downtown","O3",2019,"November",18.4166666666667
"1428","Hamilton_Downtown","O3",2019,"December",17.8958333333333
"1429","Hamilton_Downtown","O3",2020,"January",21.8333333333333
"1430","Hamilton_Downtown","O3",2020,"February",27.375
"1431","Hamilton_Downtown","O3",2020,"March",26.2916666666667
"1432","Hamilton_Downtown","O3",2020,"April",32.6875
"1433","Hamilton_Downtown","O3",2020,"May",29.0833333333333
"1434","Hamilton_Downtown","O3",2020,"June",34.1666666666667
"1435","Hamilton_Downtown","O3",2020,"July",29.25
"1436","Hamilton_Downtown","O3",2020,"August",23.4583333333333
"1437","Hamilton_Downtown","O3",2020,"September",24.3465909090909
"1438","Hamilton_Downtown","O3",2020,"October",19.2708333333333
"1439","Hamilton_Downtown","O3",2020,"November",23.5416666666667
"1440","Hamilton_Downtown","O3",2020,"December",20.4166666666667
"1441","Hamilton_Downtown","PM25",2017,"January",8.25
"1442","Hamilton_Downtown","PM25",2017,"February",7.1875
"1443","Hamilton_Downtown","PM25",2017,"March",5
"1444","Hamilton_Downtown","PM25",2017,"April",7.16666666666667
"1445","Hamilton_Downtown","PM25",2017,"May",8.45833333333333
"1446","Hamilton_Downtown","PM25",2017,"June",6.45833333333333
"1447","Hamilton_Downtown","PM25",2017,"July",9.39583333333333
"1448","Hamilton_Downtown","PM25",2017,"August",10.4166666666667
"1449","Hamilton_Downtown","PM25",2017,"September",12.0416666666667
"1450","Hamilton_Downtown","PM25",2017,"October",6.85416666666667
"1451","Hamilton_Downtown","PM25",2017,"November",8.10416666666667
"1452","Hamilton_Downtown","PM25",2017,"December",6.08333333333333
"1453","Hamilton_Downtown","PM25",2018,"January",7.70833333333333
"1454","Hamilton_Downtown","PM25",2018,"February",9.53409090909091
"1455","Hamilton_Downtown","PM25",2018,"March",6.22916666666667
"1456","Hamilton_Downtown","PM25",2018,"April",8.70833333333333
"1457","Hamilton_Downtown","PM25",2018,"May",11.25
"1458","Hamilton_Downtown","PM25",2018,"June",9.16666666666667
"1459","Hamilton_Downtown","PM25",2018,"July",9.9375
"1460","Hamilton_Downtown","PM25",2018,"August",9.83333333333333
"1461","Hamilton_Downtown","PM25",2018,"September",6.39583333333333
"1462","Hamilton_Downtown","PM25",2018,"October",5.5
"1463","Hamilton_Downtown","PM25",2018,"November",7.95833333333333
"1464","Hamilton_Downtown","PM25",2018,"December",9.58333333333333
"1465","Hamilton_Downtown","PM25",2019,"January",7.83333333333333
"1466","Hamilton_Downtown","PM25",2019,"February",7.86057692307692
"1467","Hamilton_Downtown","PM25",2019,"March",8.45833333333333
"1468","Hamilton_Downtown","PM25",2019,"April",7.66666666666667
